,strategy
2020-03-20,1.4316704164664014
2020-03-23,1.438309208260373
2020-03-24,1.4399192681938424
2020-03-25,1.439967378457431
2020-03-26,1.4420266316986083
2020-03-27,1.433885235820375
2020-03-30,1.4368616380802641
2020-03-31,1.432969875045778
2020-04-01,1.4319175790230068
2020-04-02,1.4294953994708133
2020-04-03,1.4373375230472387
2020-04-06,1.4431374472777272
2020-04-07,1.4486937651351735
2020-04-08,1.4502662716075945
2020-04-09,1.4501881864351995
2020-04-10,1.4463447787590498
2020-04-13,1.4414139870066998
2020-04-14,1.4439698393126323
2020-04-15,1.4382185682639077
2020-04-16,1.4410700218720929
2020-04-17,1.439258756470934
2020-04-20,1.4379819705913435
2020-04-21,1.4410028953792502
2020-04-22,1.4436782126288459
2020-04-23,1.4527732067386787
2020-04-24,1.4534470997678126
2020-04-27,1.450980441578903
2020-04-28,1.4494769583371616
2020-04-29,1.4581474698009038
2020-04-30,1.4602071356243158
2020-05-01,1.4656907893239752
2020-05-04,1.4667066182442283
2020-05-05,1.46246205001987
2020-05-06,1.4683059428782066
2020-05-07,1.4727876250521619
2020-05-08,1.4787219207592193
2020-05-11,1.4745724250502754
2020-05-12,1.483480371436106
2020-05-13,1.4817380614246343
2020-05-14,1.483881726893722
2020-05-15,1.4800788089631942
2020-05-18,1.4812682918654623
2020-05-19,1.4859620732563186
2020-05-20,1.487208243227004
2020-05-21,1.490238081843419
2020-05-22,1.4862592990442633
2020-05-25,1.4919188271943158
2020-05-26,1.5003052324439965
2020-05-27,1.5009259776352692
2020-05-28,1.4970815566392033
2020-05-29,1.49863294464874
2020-06-01,1.5029978696541415
2020-06-02,1.4960344538891488
2020-06-03,1.4955192844210314
2020-06-04,1.5020891780772834
2020-06-05,1.4979511978369116
2020-06-08,1.4965847428312562
2020-06-09,1.5003242088555926
2020-06-10,1.495146978845654
2020-06-11,1.4971252808122888
2020-06-12,1.50174395824909
2020-06-15,1.5004796254233161
2020-06-16,1.5023332295540608
2020-06-17,1.502205525704897
2020-06-18,1.5105461568654286
2020-06-19,1.5071034985128142
2020-06-22,1.505389688818339
2020-06-23,1.5051436805473324
2020-06-24,1.5054276596331861
2020-06-25,1.5052216404962722
2020-06-26,1.5086268708476276
2020-06-29,1.5147009249233383
2020-06-30,1.5115450365792917
2020-07-01,1.5110464734321813
2020-07-02,1.5065658147559158
2020-07-03,1.5076926652945928
2020-07-06,1.5085915239101206
2020-07-07,1.509028017572315
2020-07-08,1.50947837107909
2020-07-09,1.5080813581603922
2020-07-10,1.5123383972491409
2020-07-13,1.511859121244427
2020-07-14,1.5196331691166145
2020-07-15,1.516219601228465
2020-07-16,1.51824512202628
2020-07-17,1.5259351774763699
2020-07-20,1.5270498896400355
2020-07-21,1.529213587564726
2020-07-22,1.5214355173289915
2020-07-23,1.5190612227585618
2020-07-24,1.522148785666236
2020-07-27,1.5169651111175821
2020-07-28,1.5177944731677175
2020-07-29,1.5209693567104408
2020-07-30,1.5168789605511206
2020-07-31,1.5136097690313939
2020-08-03,1.5133443978571766
2020-08-04,1.5199764906216595
2020-08-05,1.5213570887974461
2020-08-06,1.5234249394603763
2020-08-07,1.517518585132501
2020-08-10,1.5258076973923071
2020-08-11,1.5220771249841902
2020-08-12,1.5249652507227602
2020-08-13,1.5246013360315462
2020-08-14,1.5407343244641507
2020-08-17,1.5456933455761865
2020-08-18,1.5419388651348882
2020-08-19,1.5425373494568746
2020-08-20,1.5480967797650727
2020-08-21,1.5502680787780103
2020-08-24,1.5596394023808677
2020-08-25,1.5545748865983673
2020-08-26,1.5485811691701783
2020-08-27,1.5458612729024983
2020-08-28,1.5522235886740228
2020-08-31,1.552027228516277
2020-09-01,1.5439139632665257
2020-09-02,1.5463590383123067
2020-09-03,1.539606401039352
2020-09-04,1.5511509067535967
2020-09-07,1.5480425886237466
2020-09-08,1.5493860876326266
2020-09-09,1.5483339003259249
2020-09-10,1.5459720315823053
2020-09-11,1.547216320054783
2020-09-14,1.5493506866752926
2020-09-15,1.5578704478492766
2020-09-16,1.5562080623728936
2020-09-17,1.5629182598580882
2020-09-18,1.5691721882170824
2020-09-21,1.5667009234993967
2020-09-22,1.5600054849436134
2020-09-23,1.5578364307561863
2020-09-24,1.5589459556882357
2020-09-25,1.5613820719516556
2020-09-28,1.5574870174096371
2020-09-29,1.5617730937538483
2020-09-30,1.5627695429058694
2020-10-01,1.569850724225667
2020-10-02,1.5586418717866577
2020-10-05,1.5658603448498711
2020-10-06,1.5562344087600515
2020-10-07,1.5539461584466518
2020-10-08,1.544934250432389
2020-10-09,1.5469046177229668
2020-10-12,1.547662565885834
2020-10-13,1.5461344068866711
2020-10-14,1.542458980879713
2020-10-15,1.5494038279787576
2020-10-16,1.5557396628042537
2020-10-19,1.5698732245133262
2020-10-20,1.5796891265609492
2020-10-21,1.5682255693443858
2020-10-22,1.5725589385624414
2020-10-23,1.5692693638594097
2020-10-26,1.58077785064493
2020-10-27,1.581411249886116
2020-10-28,1.593423051452939
2020-10-29,1.5945765513883563
2020-10-30,1.5924889707583878
2020-11-02,1.5918184201832437
2020-11-03,1.5801772082302847
2020-11-04,1.5796539066053568
2020-11-05,1.5801508880914665
2020-11-06,1.5811449809031575
2020-11-09,1.5870544680257037
2020-11-10,1.5913905757031392
2020-11-11,1.5905718203586248
2020-11-12,1.5906655527328388
2020-11-13,1.5968612488766887
2020-11-16,1.5985861500494123
2020-11-17,1.5952967372376876
2020-11-18,1.5983049427312759
2020-11-19,1.6011349180315655
2020-11-20,1.5987977028873668
2020-11-23,1.6007156071359023
2020-11-24,1.6037958927722098
2020-11-25,1.613642992686591
2020-11-26,1.613866313571831
2020-11-27,1.62313390047639
2020-11-30,1.6227215969110864
2020-12-01,1.626284220351817
2020-12-02,1.620585076157632
2020-12-03,1.6208346142388304
2020-12-04,1.615554578635658
2020-12-07,1.6245882241570657
2020-12-08,1.6281632381897428
2020-12-09,1.6311763952414966
2020-12-10,1.6331834967567311
2020-12-11,1.6386012377676489
2020-12-14,1.6413081155898184
2020-12-15,1.6434560811483343
2020-12-16,1.6461752913654566
2020-12-17,1.651910521404878
2020-12-18,1.6544729452998619
2020-12-21,1.649218430254243
2020-12-22,1.6516297083276614
2020-12-23,1.6447488474168586
2020-12-24,1.652577099149585
2020-12-25,1.6590705110018846
2020-12-28,1.667091613052622
2020-12-29,1.6754241258137983
2020-12-30,1.677780133390041
2020-12-31,1.6666210686456289
2021-01-01,1.6642078857742433
2021-01-04,1.6728821134864413
2021-01-05,1.6607982336406075
2021-01-06,1.662733752919489
2021-01-07,1.6549573312693568
2021-01-08,1.6431933206087481
2021-01-11,1.64591166434747
2021-01-12,1.6415402720835341
2021-01-13,1.6476993927918715
2021-01-14,1.6530109976047334
2021-01-15,1.662493084069117
2021-01-18,1.6761963948004759
2021-01-19,1.6889480558784018
2021-01-20,1.6885346604140647
2021-01-21,1.6860351601812447
2021-01-22,1.6836494400463922
2021-01-25,1.6823148871489788
2021-01-26,1.69037826646346
2021-01-27,1.6914407429857816
2021-01-28,1.6853114568306335
2021-01-29,1.687674032385389
2021-02-01,1.6900935345161896
2021-02-02,1.699229167024167
2021-02-03,1.6987039578043561
2021-02-04,1.7033067540994038
2021-02-05,1.7080547619422481
2021-02-08,1.7085405433036145
2021-02-09,1.7043738664977155
2021-02-10,1.7076261518670692
2021-02-11,1.7091469748185086
2021-02-12,1.700160531038812
2021-02-15,1.6994479002467453
2021-02-16,1.7014501285066932
2021-02-17,1.7012995652815806
2021-02-18,1.7109326308321318
2021-02-19,1.7096573043543903
2021-02-22,1.7114192007845468
2021-02-23,1.7147182519519937
2021-02-24,1.7031044990411566
2021-02-25,1.7083116775107687
2021-02-26,1.7047224791769016
2021-03-01,1.7072356200304037
2021-03-02,1.7206658445131133
2021-03-03,1.7289036524000665
2021-03-04,1.7183447758782036
2021-03-05,1.7195741597175656
2021-03-08,1.7257357907292339
2021-03-09,1.7277625974399309
2021-03-10,1.7275550607855152
2021-03-11,1.7194029434705844
2021-03-12,1.7288060004791304
2021-03-15,1.7252676294725589
2021-03-16,1.7228879286070298
2021-03-17,1.7147108188457498
2021-03-18,1.7166769805538886
2021-03-19,1.711317051584519
2021-03-22,1.7128551355734838
2021-03-23,1.7297342273304548
2021-03-24,1.7361954338010988
2021-03-25,1.7400335555873578
2021-03-26,1.7407684182776073
2021-03-29,1.7378440309611938
2021-03-30,1.7434522012954616
2021-03-31,1.742450833403423
2021-04-01,1.7498240190457872
2021-04-02,1.7559329802570451
2021-04-05,1.7582291650567845
2021-04-06,1.7597688428336862
2021-04-07,1.751822453326506
2021-04-08,1.7657159463555891
2021-04-09,1.768357338129763
2021-04-12,1.760420138374323
2021-04-13,1.7638882217319736
2021-04-14,1.7697000679560362
2021-04-15,1.7660938797197356
2021-04-16,1.7801895431822963
2021-04-19,1.7735574039793842
2021-04-20,1.7726600389172966
2021-04-21,1.7806095398661768
2021-04-22,1.7677873992242525
2021-04-23,1.7673578230709344
2021-04-26,1.7619847380384597
2021-04-27,1.7661590266370688
2021-04-28,1.7596999954249748
2021-04-29,1.7581298512183017
2021-04-30,1.761285223399678
2021-05-03,1.774449848592737
2021-05-04,1.7777422416763482
2021-05-05,1.786620552355974
2021-05-06,1.7777274189606307
2021-05-07,1.7742618121084297
2021-05-10,1.7739093801931431
2021-05-11,1.7802173872611042
2021-05-12,1.7780814321398306
2021-05-13,1.7764385349907486
2021-05-14,1.7703042463775773
2021-05-17,1.779393136763349
2021-05-18,1.7757047394802463
2021-05-19,1.7761287594019721
2021-05-20,1.7817955530180827
2021-05-21,1.7784450857062044
2021-05-24,1.7733310691217674
2021-05-25,1.7711839157896492
2021-05-26,1.772798542217423
2021-05-27,1.7790537046194277
2021-05-28,1.7874814878735772
2021-05-31,1.796205637697333
2021-06-01,1.786254868339242
2021-06-02,1.7881756683437766
2021-06-03,1.7906692480393405
2021-06-04,1.7938181470928265
2021-06-07,1.7922215161100536
2021-06-08,1.7863895969326016
2021-06-09,1.785536593424348
2021-06-10,1.779346807843029
2021-06-11,1.7795329061205245
2021-06-14,1.7859516396754862
2021-06-15,1.7925998693480851
2021-06-16,1.7886046671682778
2021-06-17,1.8016503826330057
2021-06-18,1.8009651655190542
2021-06-21,1.7989217239780482
2021-06-22,1.7946770573081745
2021-06-23,1.7966484315252311
2021-06-24,1.8001021107613528
2021-06-25,1.8040769270615513
2021-06-28,1.8099850648988591
2021-06-29,1.8107728911587144
2021-06-30,1.814153584131648
2021-07-01,1.8105040898150497
2021-07-02,1.8096803734322928
2021-07-05,1.8236098280800874
2021-07-06,1.820569668796592
2021-07-07,1.7995897985910745
2021-07-08,1.7911175865033033
2021-07-09,1.7886357248737512
2021-07-12,1.7881944152058336
2021-07-13,1.7995906631950642
2021-07-14,1.795480912982304
2021-07-15,1.7980824695712805
2021-07-16,1.7917141894890245
2021-07-19,1.801674166453732
2021-07-20,1.8042992781264398
2021-07-21,1.8026881836229638
2021-07-22,1.8106198201365964
2021-07-23,1.8197790486632377
2021-07-26,1.8249959026912819
2021-07-27,1.8193037983033935
2021-07-28,1.8283834188416168
2021-07-29,1.8342298718844967
2021-07-30,1.8265136108840114
2021-08-02,1.8239463559117493
2021-08-03,1.812476284541118
2021-08-04,1.8058393628091534
2021-08-05,1.7949707848698144
2021-08-06,1.8020386059018345
2021-08-09,1.805412977494179
2021-08-10,1.803078338287336
2021-08-11,1.8155667041062198
2021-08-12,1.8210013986274922
2021-08-13,1.822124208527664
2021-08-16,1.8207038476573465
2021-08-17,1.8094031187372135
2021-08-18,1.808444447718183
2021-08-19,1.8035077986571888
2021-08-20,1.7962653827637274
2021-08-23,1.7895093750086755
2021-08-24,1.7853145164432596
2021-08-25,1.7816613430315225
2021-08-26,1.7737582717536926
2021-08-27,1.775060951356733
2021-08-30,1.7692016520741267
2021-08-31,1.7711485768359316
2021-09-01,1.7757091399274239
2021-09-02,1.7846928627446104
2021-09-03,1.782644315713657
2021-09-06,1.7744631648218094
2021-09-07,1.7805833269620088
2021-09-08,1.7793526810453406
2021-09-09,1.7767882537987678
2021-09-10,1.7865757168376168
2021-09-13,1.7809372469871925
2021-09-14,1.7763623148613201
2021-09-15,1.7731428988000797
2021-09-16,1.7772844762962567
2021-09-17,1.7701936587274782
2021-09-20,1.7692824428848657
2021-09-21,1.7678859262186724
2021-09-22,1.7614489742702253
2021-09-23,1.7703783500473935
2021-09-24,1.7667638006285753
2021-09-27,1.7718525255891735
2021-09-28,1.7779892373572044
2021-09-29,1.7714856667984744
2021-09-30,1.7723795709833676
2021-10-01,1.7664927326206492
2021-10-04,1.7665029250445123
2021-10-05,1.7542063009616946
2021-10-06,1.7691898378912985
2021-10-07,1.7619354760403356
2021-10-08,1.7686868061984105
2021-10-11,1.780190345758801
2021-10-12,1.788438579048969
2021-10-13,1.7846106130644337
2021-10-14,1.7871764040113638
2021-10-15,1.7683699289739965
2021-10-18,1.763908024003109
2021-10-19,1.767955343753492
2021-10-20,1.7728045426313555
2021-10-21,1.7782120262521903
2021-10-22,1.7769478742537055
2021-10-25,1.7817325605357497
2021-10-26,1.772084986844532
2021-10-27,1.7696980194510725
2021-10-28,1.7593271999095927
2021-10-29,1.748295859289834
2021-11-01,1.7503305549926134
2021-11-02,1.7470415819704552
2021-11-03,1.7442082134312507
2021-11-04,1.7309521385512634
2021-11-05,1.7232595667300135
2021-11-08,1.730831614582679
